FID,3_code,long,lat
57,64444573.000000000000000,144.668749999999990,43.062500002900002
58,64444574.000000000000000,144.681250000000010,43.062500002900002
59,64444575.000000000000000,144.693749999999990,43.062500002900002
60,64444576.000000000000000,144.706250000000010,43.062500002900002
61,64444577.000000000000000,144.718750000000000,43.062500002900002
62,64444578.000000000000000,144.731249999999990,43.062500002900002
63,64444579.000000000000000,144.743750000000010,43.062500002900002
64,64444581.000000000000000,144.643750000000010,43.070833336200003
65,64444582.000000000000000,144.656250000000000,43.070833336200003
66,64444583.000000000000000,144.668749999999990,43.070833336200003
67,64444584.000000000000000,144.681250000000010,43.070833336200003
68,64444585.000000000000000,144.693749999999990,43.070833336200003
69,64444586.000000000000000,144.706250000000010,43.070833336200003
70,64444587.000000000000000,144.718750000000000,43.070833336200003
71,64444588.000000000000000,144.731249999999990,43.070833336200003
72,64444589.000000000000000,144.743750000000010,43.070833336200003
73,64444591.000000000000000,144.643750000000010,43.079166669499998
74,64444592.000000000000000,144.656250000000000,43.079166669499998
75,64444593.000000000000000,144.668749999999990,43.079166669499998
76,64444594.000000000000000,144.681250000000010,43.079166669499998
77,64444595.000000000000000,144.693749999999990,43.079166669499998
78,64444596.000000000000000,144.706250000000010,43.079166669499998
79,64444597.000000000000000,144.718750000000000,43.079166669499998
80,64444598.000000000000000,144.731249999999990,43.079166669499998
81,64444599.000000000000000,144.743750000000010,43.079166669499998
82,64444609.000000000000000,144.868750000000010,43.004166669500002
83,64444618.000000000000000,144.856249999999990,43.012500002899998
84,64444619.000000000000000,144.868750000000010,43.012500002899998
85,64444628.000000000000000,144.856249999999990,43.020833336199999
86,64444629.000000000000000,144.868750000000010,43.020833336199999
87,64444638.000000000000000,144.856249999999990,43.029166669500000
88,64444639.000000000000000,144.868750000000010,43.029166669500000
89,64444640.000000000000000,144.756249999999990,43.037500002900003
90,64444648.000000000000000,144.856249999999990,43.037500002900003
91,64444649.000000000000000,144.868750000000010,43.037500002900003
92,64444650.000000000000000,144.756249999999990,43.045833336199998
93,64444651.000000000000000,144.768750000000010,43.045833336199998
94,64444658.000000000000000,144.856249999999990,43.045833336199998
95,64444659.000000000000000,144.868750000000010,43.045833336199998
96,64444660.000000000000000,144.756249999999990,43.054166669499999
97,64444661.000000000000000,144.768750000000010,43.054166669499999
98,64444662.000000000000000,144.781250000000000,43.054166669499999
99,64444666.000000000000000,144.831250000000010,43.054166669499999
100,64444667.000000000000000,144.843750000000000,43.054166669499999
101,64444668.000000000000000,144.856249999999990,43.054166669499999
102,64444669.000000000000000,144.868750000000010,43.054166669499999
103,64444670.000000000000000,144.756249999999990,43.062500002900002
104,64444671.000000000000000,144.768750000000010,43.062500002900002
105,64444672.000000000000000,144.781250000000000,43.062500002900002
106,64444673.000000000000000,144.793749999999990,43.062500002900002
107,64444674.000000000000000,144.806250000000010,43.062500002900002
108,64444675.000000000000000,144.818749999999990,43.062500002900002
109,64444676.000000000000000,144.831250000000010,43.062500002900002
110,64444677.000000000000000,144.843750000000000,43.062500002900002
111,64444678.000000000000000,144.856249999999990,43.062500002900002
112,64444679.000000000000000,144.868750000000010,43.062500002900002
113,64444680.000000000000000,144.756249999999990,43.070833336200003
114,64444681.000000000000000,144.768750000000010,43.070833336200003
115,64444682.000000000000000,144.781250000000000,43.070833336200003
116,64444683.000000000000000,144.793749999999990,43.070833336200003
117,64444684.000000000000000,144.806250000000010,43.070833336200003
118,64444685.000000000000000,144.818749999999990,43.070833336200003
119,64444686.000000000000000,144.831250000000010,43.070833336200003
120,64444687.000000000000000,144.843750000000000,43.070833336200003
121,64444688.000000000000000,144.856249999999990,43.070833336200003
122,64444689.000000000000000,144.868750000000010,43.070833336200003
123,64444690.000000000000000,144.756249999999990,43.079166669499998
124,64444691.000000000000000,144.768750000000010,43.079166669499998
125,64444692.000000000000000,144.781250000000000,43.079166669499998
126,64444693.000000000000000,144.793749999999990,43.079166669499998
127,64444694.000000000000000,144.806250000000010,43.079166669499998
128,64444695.000000000000000,144.818749999999990,43.079166669499998
129,64444696.000000000000000,144.831250000000010,43.079166669499998
130,64444697.000000000000000,144.843750000000000,43.079166669499998
131,64444698.000000000000000,144.856249999999990,43.079166669499998
132,64444699.000000000000000,144.868750000000010,43.079166669499998
133,64444700.000000000000000,144.881249999999990,43.004166669500002
134,64444701.000000000000000,144.893750000000010,43.004166669500002
135,64444702.000000000000000,144.906250000000000,43.004166669500002
136,64444703.000000000000000,144.918749999999990,43.004166669500002
137,64444710.000000000000000,144.881249999999990,43.012500002899998
138,64444711.000000000000000,144.893750000000010,43.012500002899998
139,64444712.000000000000000,144.906250000000000,43.012500002899998
140,64444713.000000000000000,144.918749999999990,43.012500002899998
141,64444715.000000000000000,144.943749999999990,43.012500002899998
142,64444716.000000000000000,144.956250000000010,43.012500002899998
143,64444720.000000000000000,144.881249999999990,43.020833336199999
144,64444721.000000000000000,144.893750000000010,43.020833336199999
145,64444722.000000000000000,144.906250000000000,43.020833336199999
146,64444723.000000000000000,144.918749999999990,43.020833336199999
147,64444724.000000000000000,144.931250000000010,43.020833336199999
148,64444725.000000000000000,144.943749999999990,43.020833336199999
149,64444726.000000000000000,144.956250000000010,43.020833336199999
150,64444730.000000000000000,144.881249999999990,43.029166669500000
151,64444731.000000000000000,144.893750000000010,43.029166669500000
152,64444732.000000000000000,144.906250000000000,43.029166669500000
153,64444733.000000000000000,144.918749999999990,43.029166669500000
154,64444734.000000000000000,144.931250000000010,43.029166669500000
155,64444735.000000000000000,144.943749999999990,43.029166669500000
156,64444736.000000000000000,144.956250000000010,43.029166669500000
157,64444740.000000000000000,144.881249999999990,43.037500002900003
158,64444741.000000000000000,144.893750000000010,43.037500002900003
159,64444742.000000000000000,144.906250000000000,43.037500002900003
160,64444743.000000000000000,144.918749999999990,43.037500002900003
161,64444744.000000000000000,144.931250000000010,43.037500002900003
162,64444745.000000000000000,144.943749999999990,43.037500002900003
163,64444746.000000000000000,144.956250000000010,43.037500002900003
164,64444750.000000000000000,144.881249999999990,43.045833336199998
165,64444751.000000000000000,144.893750000000010,43.045833336199998
166,64444752.000000000000000,144.906250000000000,43.045833336199998
167,64444753.000000000000000,144.918749999999990,43.045833336199998
168,64444754.000000000000000,144.931250000000010,43.045833336199998
169,64444755.000000000000000,144.943749999999990,43.045833336199998
170,64444760.000000000000000,144.881249999999990,43.054166669499999
171,64444761.000000000000000,144.893750000000010,43.054166669499999
172,64444762.000000000000000,144.906250000000000,43.054166669499999
173,64444763.000000000000000,144.918749999999990,43.054166669499999
174,64444764.000000000000000,144.931250000000010,43.054166669499999
175,64444765.000000000000000,144.943749999999990,43.054166669499999
176,64444766.000000000000000,144.956250000000010,43.054166669499999
177,64444767.000000000000000,144.968750000000000,43.054166669499999
178,64444770.000000000000000,144.881249999999990,43.062500002900002
179,64444771.000000000000000,144.893750000000010,43.062500002900002
180,64444772.000000000000000,144.906250000000000,43.062500002900002
181,64444773.000000000000000,144.918749999999990,43.062500002900002
182,64444774.000000000000000,144.931250000000010,43.062500002900002
183,64444775.000000000000000,144.943749999999990,43.062500002900002
184,64444776.000000000000000,144.956250000000010,43.062500002900002
185,64444777.000000000000000,144.968750000000000,43.062500002900002
186,64444780.000000000000000,144.881249999999990,43.070833336200003
187,64444781.000000000000000,144.893750000000010,43.070833336200003
188,64444782.000000000000000,144.906250000000000,43.070833336200003
189,64444783.000000000000000,144.918749999999990,43.070833336200003
190,64444784.000000000000000,144.931250000000010,43.070833336200003
191,64444785.000000000000000,144.943749999999990,43.070833336200003
192,64444786.000000000000000,144.956250000000010,43.070833336200003
193,64444787.000000000000000,144.968750000000000,43.070833336200003
194,64444788.000000000000000,144.981249999999990,43.070833336200003
195,64444790.000000000000000,144.881249999999990,43.079166669499998
196,64444791.000000000000000,144.893750000000010,43.079166669499998
197,64444792.000000000000000,144.906250000000000,43.079166669499998
198,64444793.000000000000000,144.918749999999990,43.079166669499998
199,64444794.000000000000000,144.931250000000010,43.079166669499998
200,64444795.000000000000000,144.943749999999990,43.079166669499998
201,64444796.000000000000000,144.956250000000010,43.079166669499998
202,64444797.000000000000000,144.968750000000000,43.079166669499998
203,64444798.000000000000000,144.981249999999990,43.079166669499998
204,64444799.000000000000000,144.993750000000010,43.079166669499998
205,64445501.000000000000000,144.643750000000010,43.087500002900001
206,64445502.000000000000000,144.656250000000000,43.087500002900001
207,64445503.000000000000000,144.668749999999990,43.087500002900001
208,64445504.000000000000000,144.681250000000010,43.087500002900001
209,64445505.000000000000000,144.693749999999990,43.087500002900001
210,64445506.000000000000000,144.706250000000010,43.087500002900001
211,64445507.000000000000000,144.718750000000000,43.087500002900001
212,64445508.000000000000000,144.731249999999990,43.087500002900001
213,64445509.000000000000000,144.743750000000010,43.087500002900001
214,64445511.000000000000000,144.643750000000010,43.095833336200002
215,64445512.000000000000000,144.656250000000000,43.095833336200002
216,64445513.000000000000000,144.668749999999990,43.095833336200002
217,64445514.000000000000000,144.681250000000010,43.095833336200002
218,64445515.000000000000000,144.693749999999990,43.095833336200002
219,64445516.000000000000000,144.706250000000010,43.095833336200002
220,64445517.000000000000000,144.718750000000000,43.095833336200002
221,64445518.000000000000000,144.731249999999990,43.095833336200002
222,64445519.000000000000000,144.743750000000010,43.095833336200002
223,64445522.000000000000000,144.656250000000000,43.104166669500003
224,64445523.000000000000000,144.668749999999990,43.104166669500003
225,64445524.000000000000000,144.681250000000010,43.104166669500003
226,64445525.000000000000000,144.693749999999990,43.104166669500003
227,64445526.000000000000000,144.706250000000010,43.104166669500003
228,64445527.000000000000000,144.718750000000000,43.104166669500003
229,64445528.000000000000000,144.731249999999990,43.104166669500003
230,64445529.000000000000000,144.743750000000010,43.104166669500003
231,64445532.000000000000000,144.656250000000000,43.112500002899999
232,64445533.000000000000000,144.668749999999990,43.112500002899999
233,64445534.000000000000000,144.681250000000010,43.112500002899999
234,64445535.000000000000000,144.693749999999990,43.112500002899999
235,64445536.000000000000000,144.706250000000010,43.112500002899999
236,64445537.000000000000000,144.718750000000000,43.112500002899999
237,64445538.000000000000000,144.731249999999990,43.112500002899999
238,64445539.000000000000000,144.743750000000010,43.112500002899999
239,64445542.000000000000000,144.656250000000000,43.120833336200000
240,64445543.000000000000000,144.668749999999990,43.120833336200000
241,64445544.000000000000000,144.681250000000010,43.120833336200000
242,64445545.000000000000000,144.693749999999990,43.120833336200000
243,64445546.000000000000000,144.706250000000010,43.120833336200000
244,64445547.000000000000000,144.718750000000000,43.120833336200000
245,64445548.000000000000000,144.731249999999990,43.120833336200000
246,64445549.000000000000000,144.743750000000010,43.120833336200000
247,64445551.000000000000000,144.643750000000010,43.129166669500002
248,64445552.000000000000000,144.656250000000000,43.129166669500002
249,64445553.000000000000000,144.668749999999990,43.129166669500002
250,64445554.000000000000000,144.681250000000010,43.129166669500002
251,64445555.000000000000000,144.693749999999990,43.129166669500002
252,64445556.000000000000000,144.706250000000010,43.129166669500002
253,64445557.000000000000000,144.718750000000000,43.129166669500002
254,64445558.000000000000000,144.731249999999990,43.129166669500002
255,64445559.000000000000000,144.743750000000010,43.129166669500002
256,64445561.000000000000000,144.643750000000010,43.137500002899998
257,64445562.000000000000000,144.656250000000000,43.137500002899998
258,64445563.000000000000000,144.668749999999990,43.137500002899998
259,64445564.000000000000000,144.681250000000010,43.137500002899998
260,64445565.000000000000000,144.693749999999990,43.137500002899998
261,64445566.000000000000000,144.706250000000010,43.137500002899998
262,64445567.000000000000000,144.718750000000000,43.137500002899998
263,64445568.000000000000000,144.731249999999990,43.137500002899998
264,64445569.000000000000000,144.743750000000010,43.137500002899998
265,64445571.000000000000000,144.643750000000010,43.145833336199999
266,64445572.000000000000000,144.656250000000000,43.145833336199999
267,64445573.000000000000000,144.668749999999990,43.145833336199999
268,64445574.000000000000000,144.681250000000010,43.145833336199999
269,64445575.000000000000000,144.693749999999990,43.145833336199999
270,64445576.000000000000000,144.706250000000010,43.145833336199999
271,64445577.000000000000000,144.718750000000000,43.145833336199999
272,64445578.000000000000000,144.731249999999990,43.145833336199999
273,64445579.000000000000000,144.743750000000010,43.145833336199999
274,64445581.000000000000000,144.643750000000010,43.154166669500000
275,64445582.000000000000000,144.656250000000000,43.154166669500000
276,64445583.000000000000000,144.668749999999990,43.154166669500000
277,64445584.000000000000000,144.681250000000010,43.154166669500000
278,64445585.000000000000000,144.693749999999990,43.154166669500000
279,64445586.000000000000000,144.706250000000010,43.154166669500000
280,64445587.000000000000000,144.718750000000000,43.154166669500000
281,64445588.000000000000000,144.731249999999990,43.154166669500000
282,64445589.000000000000000,144.743750000000010,43.154166669500000
283,64445591.000000000000000,144.643750000000010,43.162500002900003
284,64445592.000000000000000,144.656250000000000,43.162500002900003
285,64445593.000000000000000,144.668749999999990,43.162500002900003
286,64445594.000000000000000,144.681250000000010,43.162500002900003
287,64445595.000000000000000,144.693749999999990,43.162500002900003
288,64445596.000000000000000,144.706250000000010,43.162500002900003
289,64445597.000000000000000,144.718750000000000,43.162500002900003
290,64445598.000000000000000,144.731249999999990,43.162500002900003
291,64445599.000000000000000,144.743750000000010,43.162500002900003
292,64445600.000000000000000,144.756249999999990,43.087500002900001
293,64445601.000000000000000,144.768750000000010,43.087500002900001
294,64445602.000000000000000,144.781250000000000,43.087500002900001
295,64445603.000000000000000,144.793749999999990,43.087500002900001
296,64445604.000000000000000,144.806250000000010,43.087500002900001
297,64445605.000000000000000,144.818749999999990,43.087500002900001
298,64445606.000000000000000,144.831250000000010,43.087500002900001
299,64445607.000000000000000,144.843750000000000,43.087500002900001
300,64445608.000000000000000,144.856249999999990,43.087500002900001
301,64445609.000000000000000,144.868750000000010,43.087500002900001
302,64445610.000000000000000,144.756249999999990,43.095833336200002
303,64445611.000000000000000,144.768750000000010,43.095833336200002
304,64445612.000000000000000,144.781250000000000,43.095833336200002
305,64445613.000000000000000,144.793749999999990,43.095833336200002
306,64445614.000000000000000,144.806250000000010,43.095833336200002
307,64445615.000000000000000,144.818749999999990,43.095833336200002
308,64445616.000000000000000,144.831250000000010,43.095833336200002
309,64445617.000000000000000,144.843750000000000,43.095833336200002
310,64445618.000000000000000,144.856249999999990,43.095833336200002
311,64445619.000000000000000,144.868750000000010,43.095833336200002
312,64445620.000000000000000,144.756249999999990,43.104166669500003
313,64445621.000000000000000,144.768750000000010,43.104166669500003
314,64445622.000000000000000,144.781250000000000,43.104166669500003
315,64445623.000000000000000,144.793749999999990,43.104166669500003
316,64445624.000000000000000,144.806250000000010,43.104166669500003
317,64445625.000000000000000,144.818749999999990,43.104166669500003
318,64445626.000000000000000,144.831250000000010,43.104166669500003
319,64445627.000000000000000,144.843750000000000,43.104166669500003
320,64445628.000000000000000,144.856249999999990,43.104166669500003
321,64445629.000000000000000,144.868750000000010,43.104166669500003
322,64445630.000000000000000,144.756249999999990,43.112500002899999
323,64445631.000000000000000,144.768750000000010,43.112500002899999
324,64445632.000000000000000,144.781250000000000,43.112500002899999
325,64445633.000000000000000,144.793749999999990,43.112500002899999
326,64445634.000000000000000,144.806250000000010,43.112500002899999
327,64445635.000000000000000,144.818749999999990,43.112500002899999
328,64445636.000000000000000,144.831250000000010,43.112500002899999
329,64445637.000000000000000,144.843750000000000,43.112500002899999
330,64445638.000000000000000,144.856249999999990,43.112500002899999
331,64445639.000000000000000,144.868750000000010,43.112500002899999
332,64445640.000000000000000,144.756249999999990,43.120833336200000
333,64445641.000000000000000,144.768750000000010,43.120833336200000
334,64445642.000000000000000,144.781250000000000,43.120833336200000
335,64445643.000000000000000,144.793749999999990,43.120833336200000
336,64445644.000000000000000,144.806250000000010,43.120833336200000
337,64445645.000000000000000,144.818749999999990,43.120833336200000
338,64445646.000000000000000,144.831250000000010,43.120833336200000
339,64445647.000000000000000,144.843750000000000,43.120833336200000
340,64445648.000000000000000,144.856249999999990,43.120833336200000
341,64445649.000000000000000,144.868750000000010,43.120833336200000
342,64445650.000000000000000,144.756249999999990,43.129166669500002
343,64445651.000000000000000,144.768750000000010,43.129166669500002
344,64445652.000000000000000,144.781250000000000,43.129166669500002
345,64445653.000000000000000,144.793749999999990,43.129166669500002
346,64445654.000000000000000,144.806250000000010,43.129166669500002
347,64445655.000000000000000,144.818749999999990,43.129166669500002
348,64445656.000000000000000,144.831250000000010,43.129166669500002
349,64445657.000000000000000,144.843750000000000,43.129166669500002
350,64445658.000000000000000,144.856249999999990,43.129166669500002
351,64445659.000000000000000,144.868750000000010,43.129166669500002
352,64445660.000000000000000,144.756249999999990,43.137500002899998
353,64445661.000000000000000,144.768750000000010,43.137500002899998
354,64445662.000000000000000,144.781250000000000,43.137500002899998
355,64445663.000000000000000,144.793749999999990,43.137500002899998
356,64445664.000000000000000,144.806250000000010,43.137500002899998
357,64445665.000000000000000,144.818749999999990,43.137500002899998
358,64445666.000000000000000,144.831250000000010,43.137500002899998
359,64445667.000000000000000,144.843750000000000,43.137500002899998
360,64445668.000000000000000,144.856249999999990,43.137500002899998
361,64445669.000000000000000,144.868750000000010,43.137500002899998
362,64445670.000000000000000,144.756249999999990,43.145833336199999
363,64445671.000000000000000,144.768750000000010,43.145833336199999
364,64445672.000000000000000,144.781250000000000,43.145833336199999
365,64445673.000000000000000,144.793749999999990,43.145833336199999
366,64445674.000000000000000,144.806250000000010,43.145833336199999
367,64445675.000000000000000,144.818749999999990,43.145833336199999
368,64445676.000000000000000,144.831250000000010,43.145833336199999
369,64445677.000000000000000,144.843750000000000,43.145833336199999
370,64445678.000000000000000,144.856249999999990,43.145833336199999
371,64445679.000000000000000,144.868750000000010,43.145833336199999
372,64445680.000000000000000,144.756249999999990,43.154166669500000
373,64445681.000000000000000,144.768750000000010,43.154166669500000
374,64445682.000000000000000,144.781250000000000,43.154166669500000
375,64445683.000000000000000,144.793749999999990,43.154166669500000
376,64445684.000000000000000,144.806250000000010,43.154166669500000
377,64445685.000000000000000,144.818749999999990,43.154166669500000
378,64445686.000000000000000,144.831250000000010,43.154166669500000
379,64445687.000000000000000,144.843750000000000,43.154166669500000
380,64445688.000000000000000,144.856249999999990,43.154166669500000
381,64445689.000000000000000,144.868750000000010,43.154166669500000
382,64445690.000000000000000,144.756249999999990,43.162500002900003
383,64445691.000000000000000,144.768750000000010,43.162500002900003
384,64445692.000000000000000,144.781250000000000,43.162500002900003
385,64445693.000000000000000,144.793749999999990,43.162500002900003
386,64445694.000000000000000,144.806250000000010,43.162500002900003
387,64445695.000000000000000,144.818749999999990,43.162500002900003
388,64445696.000000000000000,144.831250000000010,43.162500002900003
389,64445697.000000000000000,144.843750000000000,43.162500002900003
390,64445698.000000000000000,144.856249999999990,43.162500002900003
391,64445699.000000000000000,144.868750000000010,43.162500002900003
392,64445700.000000000000000,144.881249999999990,43.087500002900001
393,64445701.000000000000000,144.893750000000010,43.087500002900001
394,64445702.000000000000000,144.906250000000000,43.087500002900001
395,64445703.000000000000000,144.918749999999990,43.087500002900001
396,64445704.000000000000000,144.931250000000010,43.087500002900001
397,64445705.000000000000000,144.943749999999990,43.087500002900001
398,64445706.000000000000000,144.956250000000010,43.087500002900001
399,64445707.000000000000000,144.968750000000000,43.087500002900001
400,64445708.000000000000000,144.981249999999990,43.087500002900001
401,64445709.000000000000000,144.993750000000010,43.087500002900001
402,64445710.000000000000000,144.881249999999990,43.095833336200002
403,64445711.000000000000000,144.893750000000010,43.095833336200002
404,64445712.000000000000000,144.906250000000000,43.095833336200002
405,64445713.000000000000000,144.918749999999990,43.095833336200002
406,64445714.000000000000000,144.931250000000010,43.095833336200002
407,64445715.000000000000000,144.943749999999990,43.095833336200002
408,64445716.000000000000000,144.956250000000010,43.095833336200002
409,64445717.000000000000000,144.968750000000000,43.095833336200002
410,64445718.000000000000000,144.981249999999990,43.095833336200002
411,64445719.000000000000000,144.993750000000010,43.095833336200002
412,64445720.000000000000000,144.881249999999990,43.104166669500003
413,64445721.000000000000000,144.893750000000010,43.104166669500003
414,64445722.000000000000000,144.906250000000000,43.104166669500003
415,64445723.000000000000000,144.918749999999990,43.104166669500003
416,64445724.000000000000000,144.931250000000010,43.104166669500003
417,64445725.000000000000000,144.943749999999990,43.104166669500003
418,64445726.000000000000000,144.956250000000010,43.104166669500003
419,64445727.000000000000000,144.968750000000000,43.104166669500003
420,64445728.000000000000000,144.981249999999990,43.104166669500003
421,64445729.000000000000000,144.993750000000010,43.104166669500003
422,64445730.000000000000000,144.881249999999990,43.112500002899999
423,64445731.000000000000000,144.893750000000010,43.112500002899999
424,64445732.000000000000000,144.906250000000000,43.112500002899999
425,64445733.000000000000000,144.918749999999990,43.112500002899999
426,64445734.000000000000000,144.931250000000010,43.112500002899999
427,64445735.000000000000000,144.943749999999990,43.112500002899999
428,64445736.000000000000000,144.956250000000010,43.112500002899999
429,64445737.000000000000000,144.968750000000000,43.112500002899999
430,64445738.000000000000000,144.981249999999990,43.112500002899999
431,64445739.000000000000000,144.993750000000010,43.112500002899999
432,64445740.000000000000000,144.881249999999990,43.120833336200000
433,64445741.000000000000000,144.893750000000010,43.120833336200000
434,64445742.000000000000000,144.906250000000000,43.120833336200000
435,64445743.000000000000000,144.918749999999990,43.120833336200000
436,64445744.000000000000000,144.931250000000010,43.120833336200000
437,64445745.000000000000000,144.943749999999990,43.120833336200000
438,64445746.000000000000000,144.956250000000010,43.120833336200000
439,64445747.000000000000000,144.968750000000000,43.120833336200000
440,64445748.000000000000000,144.981249999999990,43.120833336200000
441,64445749.000000000000000,144.993750000000010,43.120833336200000
442,64445750.000000000000000,144.881249999999990,43.129166669500002
443,64445751.000000000000000,144.893750000000010,43.129166669500002
444,64445752.000000000000000,144.906250000000000,43.129166669500002
445,64445753.000000000000000,144.918749999999990,43.129166669500002
446,64445754.000000000000000,144.931250000000010,43.129166669500002
447,64445755.000000000000000,144.943749999999990,43.129166669500002
448,64445756.000000000000000,144.956250000000010,43.129166669500002
449,64445757.000000000000000,144.968750000000000,43.129166669500002
450,64445758.000000000000000,144.981249999999990,43.129166669500002
451,64445759.000000000000000,144.993750000000010,43.129166669500002
452,64445760.000000000000000,144.881249999999990,43.137500002899998
453,64445761.000000000000000,144.893750000000010,43.137500002899998
454,64445762.000000000000000,144.906250000000000,43.137500002899998
455,64445763.000000000000000,144.918749999999990,43.137500002899998
456,64445764.000000000000000,144.931250000000010,43.137500002899998
457,64445765.000000000000000,144.943749999999990,43.137500002899998
458,64445766.000000000000000,144.956250000000010,43.137500002899998
459,64445767.000000000000000,144.968750000000000,43.137500002899998
460,64445768.000000000000000,144.981249999999990,43.137500002899998
461,64445769.000000000000000,144.993750000000010,43.137500002899998
462,64445770.000000000000000,144.881249999999990,43.145833336199999
463,64445771.000000000000000,144.893750000000010,43.145833336199999
464,64445772.000000000000000,144.906250000000000,43.145833336199999
465,64445773.000000000000000,144.918749999999990,43.145833336199999
466,64445774.000000000000000,144.931250000000010,43.145833336199999
467,64445775.000000000000000,144.943749999999990,43.145833336199999
468,64445776.000000000000000,144.956250000000010,43.145833336199999
469,64445780.000000000000000,144.881249999999990,43.154166669500000
470,64445781.000000000000000,144.893750000000010,43.154166669500000
471,64445782.000000000000000,144.906250000000000,43.154166669500000
472,64445783.000000000000000,144.918749999999990,43.154166669500000
473,64445790.000000000000000,144.881249999999990,43.162500002900003
474,64445791.000000000000000,144.893750000000010,43.162500002900003
475,64446429.000000000000000,144.618750000000010,43.187500002900002
476,64446439.000000000000000,144.618750000000010,43.195833336200003
477,64446449.000000000000000,144.618750000000010,43.204166669499998
478,64446459.000000000000000,144.618750000000010,43.212500002900001
479,64446469.000000000000000,144.618750000000010,43.220833336200002
480,64446479.000000000000000,144.618750000000010,43.229166669500003
481,64446489.000000000000000,144.618750000000010,43.237500002899999
482,64446498.000000000000000,144.606249999999990,43.245833336200000
483,64446499.000000000000000,144.618750000000010,43.245833336200000
484,64446501.000000000000000,144.643750000000010,43.170833336199998
485,64446502.000000000000000,144.656250000000000,43.170833336199998
486,64446503.000000000000000,144.668749999999990,43.170833336199998
487,64446504.000000000000000,144.681250000000010,43.170833336199998
488,64446505.000000000000000,144.693749999999990,43.170833336199998
489,64446506.000000000000000,144.706250000000010,43.170833336199998
490,64446507.000000000000000,144.718750000000000,43.170833336199998
491,64446508.000000000000000,144.731249999999990,43.170833336199998
492,64446509.000000000000000,144.743750000000010,43.170833336199998
493,64446510.000000000000000,144.631249999999990,43.179166669499999
494,64446511.000000000000000,144.643750000000010,43.179166669499999
495,64446512.000000000000000,144.656250000000000,43.179166669499999
496,64446513.000000000000000,144.668749999999990,43.179166669499999
497,64446514.000000000000000,144.681250000000010,43.179166669499999
498,64446515.000000000000000,144.693749999999990,43.179166669499999
