idxtype,isBaU,Land,p_a,p_s,p_plant,f_cut,f_rotation,f_plant,climate,Time,val.integ,scenario,nplabel,np
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,2,0.5957118889663258,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,3,0.5631594679246285,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,4,0.5286341341252884,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,5,0.4806471093595794,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,6,0.4719604126658617,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,7,0.5176591526524564,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,8,0.4962074938465749,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,9,0.5341065689131957,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,10,0.522945899633334,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,11,0.5328913269777485,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,12,0.5436255320345328,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,13,0.578799003708752,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,14,0.5788763296899493,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,15,0.5650521738758785,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,16,0.5941331224655404,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,17,0.5777674317113473,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,18,0.5760995440320317,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,19,0.5640265442634163,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,20,0.5638754139805336,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,21,0.5670083891818809,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,22,0.5748659855651255,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,23,0.560235035378067,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,24,0.5790852955423755,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,25,0.5995315932666339,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,26,0.5814588432778309,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,27,0.5630026160733002,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,28,0.559168393589799,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,29,0.5772013055695618,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,30,0.5992191883762263,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,31,0.5665662101031508,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,32,0.583169276672694,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,33,0.5749356922635112,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,34,0.5855335123859143,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,35,0.5643023759016209,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,36,0.5801729052308315,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,37,0.5922120716370083,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,38,0.5836610198117519,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,39,0.5714850181789171,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,40,0.5743909858881139,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,41,0.5556466755395043,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,42,0.5546128558145406,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,43,0.5511924212531829,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,44,0.5564145020881343,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,45,0.5636736191969277,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,46,0.5544680892854472,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,47,0.5764181246331253,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,48,0.5484991863078772,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,49,0.5581622630164306,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,50,0.5601852272240814,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,51,0.5560513149912525,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,52,0.5747787146122809,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,53,0.5610717885686978,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,54,0.5737333634280902,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,55,0.5757365854167509,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,56,0.5840854975349756,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,57,0.581221695583839,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,58,0.5905051528603134,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,59,0.5881765406339855,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,60,0.6132060851442893,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,61,0.597526011314137,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,62,0.6451882325840044,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,63,0.6318046638299845,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,64,0.6225990743252475,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,65,0.6293488114645353,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,66,0.65703956710904865,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,67,0.6606611080909003,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,68,0.646997749441878,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,69,0.6849044176301394,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,70,0.6638952305093406,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,71,0.6885408507931491,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,72,0.6942962165537594,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,73,0.7184973156342729,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,74,0.7095865912411055,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,75,0.6920570614973721,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,76,0.7067868796853427,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,77,0.691995703343518,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,78,0.7383743050027629,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,79,0.7519745944796178,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,80,0.7192581187548472,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,81,0.7192017598985144,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,82,0.7361536576961473,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,83,0.7531343200555175,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,84,0.7462139740922857,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp26,85,0.7466769348354273,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,2,0.5956393326744511,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,3,0.562706304289379,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,4,0.5288825640291365,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,5,0.4807320336784279,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,6,0.4723224562125403,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,7,0.5173729690020602,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,8,0.49565710885555114,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,9,0.5335492827131809,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,10,0.5225972977990256,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,11,0.5322946487833106,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,12,0.5430196459069636,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,13,0.5782684530561765,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,14,0.5779265136964363,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,15,0.5644109299356859,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,16,0.5929096459909644,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,17,0.5766909876676817,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,18,0.5747482406405744,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,19,0.5626245761827963,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,20,0.5623940928215306,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,21,0.5654810055384356,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,22,0.573012780553202,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,23,0.5580811709483331,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,24,0.5771219512832847,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,25,0.5973101436130617,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,26,0.5793400186114759,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,27,0.560455258886421,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,28,0.5567530356402897,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,29,0.574741434116706,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,30,0.5966087870172098,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,31,0.5639645245870225,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,32,0.5804760511752672,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,33,0.5717835031158679,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,34,0.582539896615908,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,35,0.5610810056988206,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,36,0.5772529741374182,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,37,0.5895535956631871,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,38,0.580593793015606,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,39,0.5685640888458615,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp26,40,0.5715367884272691,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
