idxtype,isBaU,Land,p_a,p_s,p_plant,f_cut,f_rotation,f_plant,climate,Time,val.integ,scenario,nplabel,np
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,19,0.595852943437956,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,20,0.5848881801628286,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,21,0.6098994265065522,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,22,0.6090726085941388,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,23,0.5889119836938226,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,24,0.5993820357379653,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,25,0.5858201147565055,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,26,0.6105727248332444,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,27,0.5860119070783613,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,28,0.6187870370883181,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,29,0.6019352822637205,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,30,0.5837142087192151,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,31,0.6174111378544141,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,32,0.5908909628469369,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,33,0.6070001795713239,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,34,0.5728215904463805,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,35,0.5749102104610663,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,36,0.5426428799879284,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,37,0.546305958590939,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,38,0.5760978936279171,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,39,0.5714875602852731,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,40,0.5658008131301354,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,41,0.5665072680470352,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,42,0.5491625357368622,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,43,0.5239296104259786,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,44,0.5496433775327898,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,45,0.5425433066191575,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,46,0.5118862681768335,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,47,0.553565520382156,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,48,0.5299054187995684,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,49,0.5007502483471594,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,50,0.5282155292486858,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,51,0.4947667185994601,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,52,0.5179070491382357,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,53,0.4851269912983013,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,54,0.5185895494965126,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,55,0.4987492161555762,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,56,0.5354331270214105,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,57,0.5068142405047412,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,58,0.5231773286295838,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,59,0.5564731984672066,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,60,0.5502873249148464,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,61,0.5576251488036224,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,62,0.5400136627103826,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,63,0.5464806112564301,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,64,0.5497278831486653,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,65,0.5524136906871033,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,66,0.5575256912220763,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,67,0.5777639699882898,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,68,0.5805240711097284,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,69,0.558353058656029,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,70,0.5679329392156854,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,71,0.5757285972139883,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,72,0.5783174300944931,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,73,0.5931831313295138,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,74,0.6025677693351936,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,75,0.5922283066105761,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,76,0.5892672441652475,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,77,0.5221017676781128,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,78,0.5720778949296441,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,79,0.6062332477350092,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,80,0.5627059843630042,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,81,0.6086412956679749,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,82,0.599364318372483,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,83,0.5702153284386382,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,84,0.567788207914719,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,No abandonment,No solar,Natural,Selective,Normal,Natural,MRI_rcp85,85,0.5726053190662517,abandon_No abandonment_No solar_Natural_Selective_Normal_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,2,0.5725672781388431,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,3,0.615889575047204,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,4,0.5125138873049608,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,5,0.4904947852681848,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,6,0.5098767733011418,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,7,0.5268067503238907,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,8,0.5579173486020784,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,9,0.5503907240127218,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,10,0.5797538345273259,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,11,0.5828022565274528,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,12,0.5952607477994183,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,13,0.5535338120273732,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,14,0.6051422956790566,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,15,0.5896975201889614,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,16,0.6101136005115866,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,17,0.5952686455484673,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,18,0.6001839347272411,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,19,0.6126187760541559,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,20,0.6036266279403018,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,21,0.6306054352990943,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,22,0.6329199428626754,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,23,0.6139303366940985,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,24,0.6244323879548243,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,25,0.6134522918452534,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,26,0.6371538262934434,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,27,0.615889225851576,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,28,0.651477527204246,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,29,0.6366719233532611,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,30,0.620149363570534,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,31,0.6561904446563854,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,32,0.6333267094110647,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,33,0.6491094537833558,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,34,0.6169839106226591,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,35,0.6260365135552025,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,36,0.5937105623072287,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,37,0.6008548620030233,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,38,0.6335661858519769,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,39,0.6340678277791805,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,40,0.6303630999601144,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,41,0.6398586655630534,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,42,0.6289150829046104,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,43,0.6020075615612288,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,44,0.6372231907987717,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,45,0.6376865499940905,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,46,0.6068221906626945,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,47,0.6619841451858162,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,48,0.6455060422143237,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,49,0.6203739891123365,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,50,0.6520076627621134,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,51,0.6238949346656186,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,52,0.6565132692726816,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,53,0.6203369089076954,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,54,0.6591551046357702,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,55,0.64344287525916255,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,56,0.6846627061126661,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,57,0.6549737222353992,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,58,0.6727008906248078,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Same as depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,59,0.7111540231508182,abandon_Same as depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
