idxtype,isBaU,Land,p_a,p_s,p_plant,f_cut,f_rotation,f_plant,climate,Time,val.integ,scenario,nplabel,np
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,19,0.6052171633459767,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,20,0.5949359901420864,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,21,0.6202667701652606,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,22,0.6209281294615613,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,23,0.600992526726008,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,24,0.6111064426977374,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,25,0.5985168486112359,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,26,0.6224087154764153,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,27,0.5993299251032893,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,28,0.6333733372748686,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,29,0.6174792147715225,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,30,0.5999706880692942,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,31,0.6343990615335952,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,32,0.6095434168164913,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,33,0.6254387187928214,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,34,0.5921975447855864,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,35,0.5975378820887379,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,36,0.5651614594018658,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,37,0.5704691687488989,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,38,0.6017990199332592,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,39,0.5998295550008725,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,40,0.5952432310056938,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,41,0.6004934633503488,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,42,0.5868223927870274,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,43,0.5617385631726132,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,44,0.5922029480004748,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,45,0.5898188573697631,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,46,0.5602086853958055,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,47,0.6092037896964897,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,48,0.5904706562376805,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,49,0.564076963234633,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,50,0.5944288090247986,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,51,0.5647971562006588,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,52,0.5938247117984231,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,53,0.5606114017016812,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,54,0.5977233962929948,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,55,0.581109774905337,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,56,0.621555990814224,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,57,0.5931226832639112,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,58,0.6113575021055373,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,59,0.6479410603454668,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,60,0.645758522675997,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,61,0.660268286593208,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,62,0.6415028877953677,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,63,0.6490205130319502,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,64,0.6535283634543729,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,65,0.6562435436526558,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,66,0.6645990942236794,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,67,0.6876871336394723,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,68,0.689995237892752,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,69,0.6701918580403572,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,70,0.6801581005727203,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,71,0.6908427049083442,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,72,0.6937800113699966,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,73,0.7047751617141484,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,74,0.7240147400855913,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,75,0.7093207756536645,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,76,0.7048204431176059,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,77,0.6379095712152786,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,78,0.6931813559246228,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,79,0.7321362889662438,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,80,0.686677912240125,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,81,0.7366497264368167,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,82,0.7306524817431471,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,83,0.7024931312824625,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,84,0.6873842947329043,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Hardwood,MRI_rcp85,85,0.696961922757155,abandon_Half of depop_No solar_Hardwood_Selective_Long_Hardwood,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,2,0.5724379358414224,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,3,0.615335114719547,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,4,0.5118778812241727,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,5,0.4893340705427622,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,6,0.5090204778348434,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,7,0.5252327831342358,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,8,0.5567150096709409,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,9,0.5484777098080298,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,10,0.5786381032375435,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,11,0.5806964495741325,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,12,0.5928075289683171,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,13,0.5506212652714373,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,14,0.6019821694725791,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,15,0.5853174890714938,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,16,0.6042494313618222,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,17,0.5882837463157379,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,18,0.592091882713151,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,19,0.6035179676495811,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,20,0.592806446333933,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,21,0.6186666048687149,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,22,0.6190429117642171,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,23,0.5988053124683126,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,24,0.608915061864891,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,25,0.5964751713371222,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,26,0.6202485582025152,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,27,0.5972745067320261,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,28,0.6307200563138058,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,29,0.615077749184567,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,30,0.5976728495827691,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,31,0.6319913815209373,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,32,0.6072228300918006,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,33,0.6232746072916724,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,34,0.5897230189635524,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,35,0.5953398424456076,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,36,0.5629991201139039,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,37,0.5684330811925024,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,38,0.5996941156304656,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,39,0.5978623820823753,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
common,FALSE,abandon,Half of depop,No solar,Hardwood,Selective,Long,Natural,MRI_rcp85,40,0.5934704869053824,abandon_Half of depop_No solar_Hardwood_Selective_Long_Natural,ppp,"2030s, 2050s, and 2090s"
